Language,Content
ZH,帮 他 做 事
ZH,(呃) 我 帮 他 搬家
ZH,他 已经
ZH,所以 他 有 空 我 就 过去 看 他 一下 咯
ZH,我 自己 的 钱
ZH,我 自己 做工
EN,i work and earn my own money
EN,i do (erm) just some basic admin and accounting stuff
EN,not yeah but not as interesting as you
ZH,银行 银行 不是 很 闷 咯
ZH,是吗
EN,but until studying accountancy now
EN,sector
EN,at all
EN,just not right for you
EN,the don't see myself in such exciting prospect like you
EN,isn't it
EN,how about the insurance agent
EN,like what you've mentioned
EN,what kind of card what card
EN,ah com~ eh
EN,like like a a commission is it
EN,oh that is quite cool
EN,that's quite cool
EN,what about me (erm)
EN,you know previously i was interested in speech therapy
ZH,语言 治疗师
EN,yeah i know that is why
EN,i really don't like what i am studying right now
EN,yeah (erm)
EN,(erm) i was looking at
EN,because what you do is just about three k. per month and and you don't get much (erm) like
EN,raises and stuff because you more or less always remain in that level at that level
EN,(erm) like fund me to go oversea to study then it doesn't make sense because i won't earn enough to cover the cost
EN,yeah so i had no choice but to give up that and study something more practical like this accountancy
EN,i know but she says at least
EN,yeah that is why but my mum i think she was just looking at erm
EN,to minimize costs
EN,so she doesn't want to spend so much on my study because i also have three siblings
ZH,我 还有 三个 小 的 弟弟 妹妹 嘛
EN,like no choice but have to give up what i want
ZH,车 也 卖不了 很 多 钱
ZH,我 没有 整天 啊
ZH,还好 啦 对 啊
ZH,诶 其实 你 认识 他 吗
EN,acquaintances
ZH,他 说 他 不认得 你 诶
EN,yeah my boyfriend
EN,at least
ZH,四年
EN,yeah at least la but i can't
ZH,今年 几岁 你 不知道 我 几岁 吗
EN,(erm) no but i can do it illegally like you
EN,i am not a guy
EN,no he doesn't
EN,what orchard-road (erm) something cheap and erm
EN,erm you know singapore famous kind of food like hokkien-mee where to find them and stuff like that
EN,changi hawker centre
EN,you are talking about the ah-lian beehoon
ZH,才会 爽 吃 的 爽
EN,right
EN,that's quite a lot seventy five dollars means it is at least thirty bucks per person
EN,thirty plus
EN,seventy five fifty per person
ZH,没有 啊 没有 啊 我 只是
ZH,因为 我 要 带 我 朋友 去 吃 好吃 的 地方 嘛
EN,(erm) i do do you like malay food
EN,but as in i (erm) it is near haji haji lane that side bugis bugis area
EN,famous islamic restaurant
EN,actually i don't know
EN,like not not as <unk> expensive as your sushi-tei
EN,en because that that sotong has some (erm) funny sauce
EN,and that sauce is is really nice
EN,i like all kind of food
EN,i don't like celery
EN,erm i am fine with most vegetable except for ah pumpkin celery
EN,and yam
ZH,什么 口
ZH,是 咩 我 就是 不喜欢
EN,i don't like yam also yam cakes
EN,yeah i know everybody tells me that
EN,no i hate durian
EN,i can't
EN,we can't
ZH,我们 不是 在 讲话 咯
EN,why don't you ask our producers
ZH,我 你 可以 试一试 吧
EN,but i just said you can't leave this place
ZH,对 啊 你 有 去过 吗
ZH,哦 我 没有 听过
ZH,很 薄
EN,oh that's very expensive
EN,blood circulation
ZH,女人 也是 有
ZH,哦 所以 你 没有 买 啦
EN,because yeaterday i went to ha~ haji-lane and
EN,ah i found out that there were really quite a quite a lot of shops that have just closed down
EN,boots
EN,you know if you wear slippers it is it will be very harmful for your feet as well
EN,it is better to wear something that is more in like slightly inclined not not like boots like that but slightly inclined so
ZH,好像 那种 (呃)
EN,like not not really higher but just a few inches that kind of thing just elevate your feet
EN,you know if i wear slippers for a long time it will my feet will hurt more than than you know if i wear (erm)
EN,not exactly heels but shoes that have that are slightly inclined
ZH,这样子 你 也 不可以 你 你 也 不可以 穿 你 的 衣服 咯
EN,you cannot wear your clothes
EN,shoes are also covering your body
EN,oh that is true
EN,right so haji-lane
EN,and to search for his clothes for this wedding that he has this sunday
EN,victoria-jomo
EN,they have cool stuff like the collars are different
EN,instead of this normal collar they have the rounded collar and or they have this kind of mandarin collars which is which are kind of special and which are what my boyfriend bought
EN,yeah and they have cool shoes also
EN,i don't know if it is called mandarin collar it is like this kind of
EN,french collar
EN,i thought you like money you have been working to earn your own money
ZH,你 收 什么 用
EN,you don't have to wear the same shirt every day or or stuff like that you can have a few
EN,but it is a good investment mah if you are
EN,if isn't
EN,to have good good shirts good shoes good everything you will be you you make yourself feel confident as well
ZH,不是 吗
EN,no cause i just suddenly  thought that you know people who play golf they always wear polo isn't it
EN,okay no i was just wondering side track
EN,like american-eagle (erm)
EN,(erm) you know like something similar
EN,i think they have nice polo t. for guys there
EN,yeah but as in shirt it is it won't be that bad as shorts or pants right
EN,shirts you get rough roughly the same size and they do provide you some of the measurements
EN,and you just buy i think it is it is fine and you can get it in the price range they want maybe even cheaper
EN,i think you are just lazy
EN,no but if you can follow the measurement that you have or the computer and just measure it it is you will be right you will be correct
EN,no they don't
EN,ten twelve fourteen all the way to sixteen and you you won't know where exactly you fit and we all
EN,right k.
EN,i don't think so unless you are looking at factory f. o. s.
EN,stuff like that otherwise
EN,no it is just cheap and and affordable
EN,right yeah it is quite affordable
EN,yeah my own clothes i got a polo t. that is twenty plus
EN,it can go up to just ten plus
EN,yeah maybe you can go
EN,how often do i buy new clothes whenever i have the money to
EN,like (erm) when i am schooling i don't earn any money
EN,whatever i my allowance that i get~ whatever allowance that i get i use it in school for food for everything else
EN,to spend
EN,but right now i am not working so i i don't really spend a lot so it is proportional
EN,suay
EN,is it sixty a day not
EN,nine no i think eight hours
EN,yeah it is not a lot it is not a lot
EN,like i told you i did basic admin stuff
EN,filing and whatever data entry thingy actually i am just helping out yeah i am helping
EN,my boyfriend's parent's company
EN,stickers like
EN,normal paper stickers and our plas~ (erm) what plastic (erm) aluminium stickers
EN,every thing else
EN,every kind of stickers that you see
ZH,他 会 进来 还是 我们 要 去 找 他
ZH,(呃) 好 啊
EN,how often do i stay at home ah
EN,it varies there is no there is no set thingy
EN,like my friend ask me out i just go out if not
EN,so do you stay at home and accompany them
ZH,他们 几岁
EN,part
EN,(erm) cause i might go for a short road trip to malaysia
EN,then it is i can't help it
EN,oh that's fun
ZH,二十多 个 人
ZH,十块钱
EN,are we going to wear santa hat
EN,then you
EN,you just providing the place
EN,tupees pay for it
EN,so how are we going to earn the extra money to cover up for that
ZH,哦 很 容易 哦
ZH,蛮 容易 好
ZH, 三 分钟 三 分钟 我 不懂
EN,malaysia i think probably (erm) drive up to penang and ipoh to have the good food there or something like that
EN,you do
EN,okay i know where there is nice chicken
EN,the clementi one have you tried that
EN,it is really good it is next to s. i. m. or (erm) maju camp
EN,yeah it is near that it is like a kampung place
EN,yeah it is clementi road or something like that it is that clementi
EN,what what (er) i reach school
EN,uh so it starts at one
ZH,(er) 因为甜 啊 我 喜欢 啊 而且 我 喜欢 水果 奇怪 对 吗
EN,okay okay so what are fruits
EN,really you can really do that i never tried that before but (er)
EN,i like herbal chicken
ZH,(er) 我 除了 我 不 太清楚 咧 因为 我 我 不是 煮饭 的 人
EN,yeah steamed chicken fried chicken roasted chicken
EN,any kind of chicken chicken you find on a shit i also like
EN,(em) let's not talk about chicken we have found on a shit (er) it skating* into some place where we don't want to go so let's talk about (em) (er) let's talk about
ZH,金色 为什么 你 的 是 黑 呢
ZH,不是 你 的 车 叫 你 爸 给 你 钱 (er) 染头发 啦
ZH,angmo 什么是 angmo
EN,you just said you like brown and now you are talking about red hair people
EN,<unk> right okay so (er) what kind have you been watching t. v. shows lately
ZH,(er) 好像 连续剧 啊
ZH,你是 追 的 还是 还是 说 你 有空的 时候 坐 下来 电视机 前面 看
ZH,oh 这样子 啊 蛮 精彩 的 嘛 因为 我 我 自己 不看 电视机 我 什么 东西 是 要 看的 就是 在 电脑 上面 看 所以 我 没有 什么 追 电视机 上面 的 东西
ZH,是 啊 是 啊 是 啊 我 我 很 我 很 喜欢 看 电影 啊
ZH,对 啊 我 不是 很喜欢 这些
EN,r. a. oh i love r. a. it is like you know my favorite (er) i watch r. a. every day
EN,maybe when i was fifteen watching porn every day
EN,(er) yeah yeah illegal i do a lot of illegal things i i traffic in drugs i (em) i anything really i am i am a plain i
ZH,(er) 对 啊 对 啊
ZH,我 还有 做 什么 东西 啊 (er) 我 我 喜欢 唱歌 啊
ZH,在 这里 这里 不好 吧 这里 不 不适当
EN,i think i think musicals are great and i do enjoy caroling especially since it is christmas time and everyone likes um you know christmas carols so i joined it
EN,that's right
EN,(em) madly* so like the madly* madly* i i i like madly like you know who drove the <unk> reindeer and (er) a lot of the other ones like white christmas yeah (er) jingle bells yeah
ZH,你没 没有 这个 本事 喜欢 听 而已
ZH,所以 你 你 你 最近 最近 有 做 什么 事 啊 精彩的 东西
ZH,(er) 有 啊 有 啊
ZH,你 去 看 他 干嘛
ZH,帮 他 做 做 什么 事
ZH,搬家 你
ZH,(em) 所以 你 你 一个 一年 是 几次 去 看 他 呢
EN,three times wah that is a lot of times for someone to visit her boy friend oversea especially when both are studying
ZH,哦 你 不是 说 你 没有 钱 吗 为什么 有钱 去
ZH,你 自己 的 钱 是 哪里 赚来 的
ZH,哦 你做工
ZH,哦 你 你 你 喜欢 做工 你 去 哪里 做工 呢
EN,small office where is this small office
EN,what kind of work do you do
EN,basic administrating and accounting stuff sounds incredibly boring
EN,oh me me what why do you say that
ZH,哦 那 那个 啊 (er) 其实 不会 很精彩 啦 我 觉得 做 做 一会儿 就 开始 闷了 就是 我 我 本来 是 要 做
ZH,三个月 后
EN,(er) i am looking for something
EN,(er) i am so looking to do finance but i i don't know what exactly (er) probably if i can or <unk> go over to the buy* side* (er) instead of working at a bank but for now i guess as a undergraduate your exposure to the buy* side* is
ZH,(er) 很少 所以 我 就 可能 需要 去 银行 做工 啊
ZH,其实 银行 有 很多 东西 可以 做 啊 不只 是 算钱 而已 啊
EN,(er) it is not it is not your normal commercial bank
ZH,不是 这些 这些 不是 普通 的 银行
EN,so when they take money and they (er) they don't they don't keep your money for you they raise money in the capital market and (em) they give advisory services to different businesses who want to you know merge and acquire other companies
ZH,我 其实 (er)
ZH,(er) 收 很多 不一样 (er) <unk> 来自 不一样 (em)
